artist,track,release_title,release_year,label,release_id,duration
Duck Sauce,Barbra Streisand (Original Mix),The Annual 2011,2010,Ministry Of Sound,2548783,4:53
Alex Gaudino,I'm In Love (I Wanna Do It) (Original Mix),The Annual 2011,2010,Ministry Of Sound,2548783,7:18
"Swedish House Mafia, Pharrell Williams",One (Your Name) (Vocal Mix),The Annual 2011,2010,Ministry Of Sound,2548783,5:49
"Avicii, Sebastien Drums",My Feelings For You (Original Mix),The Annual 2011,2010,Ministry Of Sound,2548783,6:15
Laserkraft 3D,"Nein, Mann!",The Annual 2011,2010,Ministry Of Sound,2548783,5:50
"Benny Benassi, Kelis, Apl. De Ap, Jean Baptiste (2)",Spaceship (Fedde Le Grand Remix),The Annual 2011,2010,Ministry Of Sound,2548783,6:34
"DJ Remady, Lumidee, Chase Manhattan",Im No Superstar (VooDoo & Serano Club Mix),The Annual 2011,2010,Ministry Of Sound,2548783,4:57
"Kindervater, Mandy Ventrice",Lovephobia (Original Mix),The Annual 2011,2010,Ministry Of Sound,2548783,4:15
Jasper Forks,River Flows In You (Eclipse Vocal Version Extended Mix),The Annual 2011,2010,Ministry Of Sound,2548783,4:27
Spencer & Hill,Sunbeam,The Annual 2011,2010,Ministry Of Sound,2548783,6:02
Oceana,Cry Cry (DJ Fisun Extended Mix),The Annual 2011,2010,Ministry Of Sound,2548783,5:42
"Deniz Koyu, Shena",Time Of Our Lives (Jean Elan Remix),The Annual 2011,2010,Ministry Of Sound,2548783,7:05
Gina Star,I Want It Now (Original Club Mix),The Annual 2011,2010,Ministry Of Sound,2548783,7:00
"Junior Caldera, Sophie Ellis-Bextor",Can't Fight This Feeling (Mischa Daniels Original Mix),The Annual 2011,2010,Ministry Of Sound,2548783,6:51
"Dabruck & Klein, Albin Myers",Lönneberga,The Annual 2011,2010,Ministry Of Sound,2548783,5:48
"Niels Van Gogh, Emilio Verdez",Royal Junk (Club Mix),The Annual 2011,2010,Ministry Of Sound,2548783,5:46
Picco,Venga (Chuckies Back To Voltage Remix),The Annual 2011,2010,Ministry Of Sound,2548783,6:26
Tim Berg,Alcoholic (Dada Life Remix),The Annual 2011,2010,Ministry Of Sound,2548783,5:56
Tim Berg,Bromance (Aviciis Arena Mix),The Annual 2011,2010,Ministry Of Sound,2548783,8:15
"Armin van Buuren, Sophie Ellis-Bextor",Not Giving Up On Love (Mischa Daniels Mode),The Annual 2011,2010,Ministry Of Sound,2548783,6:58
"Morgan Page, Jan Burton",I've Had Friends (Jean Elan Extended Remix),The Annual 2011,2010,Ministry Of Sound,2548783,7:38
ATB,Could You Believe,The Annual 2011,2010,Ministry Of Sound,2548783,7:31
Robyn,Hang With Me (Avicii's Exclusive Club Mix),The Annual 2011,2010,Ministry Of Sound,2548783,7:11
"Robbie Rivera, Jerique Allan",We Live For The Music (Tiësto Remix),The Annual 2011,2010,Ministry Of Sound,2548783,6:49
"Dirty South (2), Rudy Sandapa",Phazing (Original Mix),The Annual 2011,2010,Ministry Of Sound,2548783,7:31
